"No.","Time","Source","Destination","Protocol","Length","Info","...o"
"1","0.000000000","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","0.000000000"
"2","0.000942089","192.168.171.128","172.217.160.98","UDP","78","52030  >  443 Len=34","0.000942089"
"3","0.008672756","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","0.008672756"
"4","0.009088692","192.168.171.128","172.217.160.98","UDP","79","52030  >  443 Len=35","0.009088692"
"5","0.095274623","192.168.171.128","142.251.42.226","UDP","1067","56260  >  443 Len=1023","0.095274623"
"6","0.104713534","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","0.104713534"
"7","0.126505887","192.168.171.128","142.251.42.226","UDP","78","56260  >  443 Len=34","0.126505887"
"8","0.156671761","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","0.156671761"
"9","0.156686673","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=1 Ack=80 Win=65535 Len=0","0.156686673"
"10","0.227906318","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","0.227906318"
"11","0.227906508","142.251.42.226","192.168.171.128","UDP","163","443  >  56260 Len=119","0.227906508"
"12","0.228283347","192.168.171.128","142.251.42.226","UDP","85","56260  >  443 Len=41","0.228283347"
"13","0.239442403","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","0.239442403"
"14","0.244712803","192.168.171.128","3.210.145.112","TLSv1.2","442","Application Data","0.244712803"
"15","0.244858452","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=80 Ack=387 Win=64240 Len=0","0.244858452"
"16","0.248470203","192.168.171.128","3.210.145.112","TLSv1.2","443","Application Data","0.248470203"
"17","0.248764006","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=80 Ack=774 Win=64240 Len=0","0.248764006"
"18","0.251851624","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","0.251851624"
"19","0.255550834","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","0.255550834"
"20","0.261899244","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","0.261899244"
"21","0.262741335","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","0.262741335"
"22","0.269149359","172.217.160.98","192.168.171.128","UDP","393","443  >  52030 Len=349","0.269149359"
"23","0.269714567","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","0.269714567"
"24","0.269775679","172.217.160.66","192.168.171.128","UDP","236","443  >  42273 Len=192","0.269775679"
"25","0.270188859","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","0.270188859"
"26","0.280804699","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","0.280804699"
"27","0.282165543","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","0.282165543"
"28","0.325319656","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","0.325319656"
"29","0.333240124","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","0.333240124"
"30","0.354329637","192.168.171.128","142.251.42.226","UDP","78","56260  >  443 Len=34","0.354329637"
"31","0.357067352","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","0.357067352"
"32","0.357084705","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=774 Ack=159 Win=65535 Len=0","0.357084705"
"33","0.488884972","142.251.42.226","192.168.171.128","UDP","296","443  >  56260 Len=252","0.488884972"
"34","0.490031948","192.168.171.128","142.251.42.226","UDP","78","56260  >  443 Len=34","0.490031948"
"35","0.503147988","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","0.503147988"
"36","0.510644936","192.168.171.128","142.251.42.226","UDP","78","56260  >  443 Len=34","0.510644936"
"37","0.516006744","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","0.516006744"
"38","0.516312534","192.168.171.128","142.251.42.226","UDP","79","56260  >  443 Len=35","0.516312534"
"39","0.518069446","192.168.171.128","3.210.145.112","TLSv1.2","440","Application Data","0.518069446"
"40","0.518295380","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=159 Ack=1158 Win=64240 Len=0","0.518295380"
"41","0.526733623","192.168.171.128","3.210.145.112","TLSv1.2","441","Application Data","0.526733623"
"42","0.526919824","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=159 Ack=1543 Win=64240 Len=0","0.526919824"
"43","0.541998848","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","0.541998848"
"44","0.552914168","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","0.552914168"
"45","0.556260994","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","0.556260994"
"46","0.556299046","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=1543 Ack=238 Win=65535 Len=0","0.556299046"
"47","0.556425401","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","0.556425401"
"48","0.556431016","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=1543 Ack=317 Win=65535 Len=0","0.556431016"
"49","0.557680922","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","0.557680922"
"50","0.557935765","172.217.160.98","192.168.171.128","UDP","232","443  >  52030 Len=188","0.557935765"
"51","0.558549723","192.168.171.128","172.217.160.98","UDP","92","52030  >  443 Len=48","0.558549723"
"52","0.559119150","172.217.160.98","192.168.171.128","UDP","242","443  >  52030 Len=198","0.559119150"
"53","0.566982109","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","0.566982109"
"54","0.568702582","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","0.568702582"
"55","0.572221772","172.217.160.66","192.168.171.128","UDP","233","443  >  42273 Len=189","0.572221772"
"56","0.572221891","172.217.160.66","192.168.171.128","UDP","103","443  >  42273 Len=59","0.572221891"
"57","0.572508375","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","0.572508375"
"58","0.579281359","192.168.171.128","172.217.160.98","UDP","77","52030  >  443 Len=33","0.579281359"
"59","0.583849570","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","0.583849570"
"60","0.592062119","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","0.592062119"
"61","0.602280650","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","0.602280650"
"62","0.623380147","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","0.623380147"
"63","0.751180419","142.251.42.226","192.168.171.128","UDP","422","443  >  56260 Len=378","0.751180419"
"64","0.751901627","192.168.171.128","142.251.42.226","UDP","78","56260  >  443 Len=34","0.751901627"
"65","0.757726257","3.210.145.112","192.168.171.128","TLSv1.2","214","Application Data, Application Data","0.757726257"
"66","0.757749296","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=1543 Ack=475 Win=65535 Len=0","0.757749296"
"67","0.763166219","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","0.763166219"
"68","0.771517745","192.168.171.128","3.210.145.112","TLSv1.2","443","Application Data","0.771517745"
"69","0.771763886","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=475 Ack=1930 Win=64240 Len=0","0.771763886"
"70","0.772365719","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","0.772365719"
"71","0.774781054","192.168.171.128","3.210.145.112","TLSv1.2","444","Application Data","0.774781054"
"72","0.775012695","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=475 Ack=2318 Win=64240 Len=0","0.775012695"
"73","0.781743727","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","0.781743727"
"74","0.791501612","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","0.791501612"
"75","0.791508754","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","0.791508754"
"76","0.799303563","172.217.160.98","192.168.171.128","UDP","458","443  >  52030 Len=414","0.799303563"
"77","0.799687562","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","0.799687562"
"78","0.801449697","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","0.801449697"
"79","0.808779069","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","0.808779069"
"80","0.812154298","172.217.160.66","192.168.171.128","UDP","204","443  >  42273 Len=160","0.812154298"
"81","0.812154500","172.217.160.66","192.168.171.128","UDP","275","443  >  42273 Len=231","0.812154500"
"82","0.812474625","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","0.812474625"
"83","0.824610926","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","0.824610926"
"84","0.838491754","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","0.838491754"
"85","0.848259081","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","0.848259081"
"86","0.869259662","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","0.869259662"
"87","0.973486911","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","0.973486911"
"88","1.013632221","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","1.013632221"
"89","1.013632408","142.251.42.226","192.168.171.128","UDP","320","443  >  56260 Len=276","1.013632408"
"90","1.014987685","192.168.171.128","142.251.42.226","UDP","84","56260  >  443 Len=40","1.014987685"
"91","1.018619625","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=2318 Ack=554 Win=65535 Len=0","1.018619625"
"92","1.027029783","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","1.027029783"
"93","1.037207629","192.168.171.128","3.210.145.112","TLSv1.2","444","Application Data","1.037207629"
"94","1.037456741","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=554 Ack=2706 Win=64240 Len=0","1.037456741"
"95","1.047370678","192.168.171.128","3.210.145.112","TLSv1.2","445","Application Data","1.047370678"
"96","1.047632078","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=554 Ack=3095 Win=64240 Len=0","1.047632078"
"97","1.048904299","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","1.048904299"
"98","1.052889814","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","1.052889814"
"99","1.058593181","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","1.058593181"
"100","1.061511854","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","1.061511854"
"101","1.065532491","172.217.160.98","192.168.171.128","UDP","203","443  >  52030 Len=159","1.065532491"
"102","1.065900876","192.168.171.128","172.217.160.98","UDP","92","52030  >  443 Len=48","1.065900876"
"103","1.066432567","172.217.160.98","192.168.171.128","UDP","295","443  >  52030 Len=251","1.066432567"
"104","1.074719540","172.217.160.66","192.168.171.128","UDP","293","443  >  42273 Len=249","1.074719540"
"105","1.075157499","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","1.075157499"
"106","1.078185831","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","1.078185831"
"107","1.085289682","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","1.085289682"
"108","1.087233361","192.168.171.128","172.217.160.98","UDP","77","52030  >  443 Len=33","1.087233361"
"109","1.116503947","192.168.171.128","142.251.42.226","UDP","1067","56260  >  443 Len=1023","1.116503947"
"110","1.126871525","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","1.126871525"
"111","1.148304599","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","1.148304599"
"112","1.175478216","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","1.175478216"
"113","1.175494597","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=3095 Ack=633 Win=65535 Len=0","1.175494597"
"114","1.262378570","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","1.262378570"
"115","1.262379058","142.251.42.226","192.168.171.128","UDP","236","443  >  56260 Len=192","1.262379058"
"116","1.263022367","192.168.171.128","142.251.42.226","UDP","84","56260  >  443 Len=40","1.263022367"
"117","1.274930329","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","1.274930329"
"118","1.278916544","192.168.171.128","3.210.145.112","TLSv1.2","442","Application Data","1.278916544"
"119","1.279222579","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=633 Ack=3481 Win=64240 Len=0","1.279222579"
"120","1.282728901","192.168.171.128","3.210.145.112","TLSv1.2","443","Application Data","1.282728901"
"121","1.283060714","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=633 Ack=3868 Win=64240 Len=0","1.283060714"
"122","1.288127719","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","1.288127719"
"123","1.289872378","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","1.289872378"
"124","1.298016033","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","1.298016033"
"125","1.298016303","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","1.298016303"
"126","1.318445740","172.217.160.66","192.168.171.128","UDP","231","443  >  42273 Len=187","1.318445740"
"127","1.318445850","172.217.160.98","192.168.171.128","UDP","203","443  >  52030 Len=159","1.318445850"
"128","1.318445888","172.217.160.98","192.168.171.128","UDP","246","443  >  52030 Len=202","1.318445888"
"129","1.318949596","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","1.318949596"
"130","1.319298016","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","1.319298016"
"131","1.330459699","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","1.330459699"
"132","1.330460031","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","1.330460031"
"133","1.373048529","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","1.373048529"
"134","1.377329919","3.210.145.112","192.168.171.128","TLSv1.2","214","Application Data, Application Data","1.377329919"
"135","1.377356263","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=3868 Ack=791 Win=65535 Len=0","1.377356263"
"136","1.383702408","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","1.383702408"
"137","1.405111272","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","1.405111272"
"138","1.547231818","142.251.42.226","192.168.171.128","UDP","406","443  >  56260 Len=362","1.547231818"
"139","1.547578313","192.168.171.128","142.251.42.226","UDP","78","56260  >  443 Len=34","1.547578313"
"140","1.559380996","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","1.559380996"
"141","1.568079397","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","1.568079397"
"142","1.573285270","192.168.171.128","3.210.145.112","TLSv1.2","441","Application Data","1.573285270"
"143","1.573511012","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=791 Ack=4253 Win=64240 Len=0","1.573511012"
"144","1.575817701","3.210.145.112","192.168.171.128","TLSv1.2","214","Application Data, Application Data","1.575817701"
"145","1.575832956","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=4253 Ack=949 Win=65535 Len=0","1.575832956"
"146","1.576398893","192.168.171.128","3.210.145.112","TLSv1.2","443","Application Data","1.576398893"
"147","1.576546500","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=949 Ack=4640 Win=64240 Len=0","1.576546500"
"148","1.578298615","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","1.578298615"
"149","1.586272136","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","1.586272136"
"150","1.591418279","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","1.591418279"
"151","1.593869326","172.217.160.98","192.168.171.128","UDP","264","443  >  52030 Len=220","1.593869326"
"152","1.594166841","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","1.594166841"
"153","1.601081622","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","1.601081622"
"154","1.604378245","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","1.604378245"
"155","1.611115634","172.217.160.66","192.168.171.128","UDP","401","443  >  42273 Len=357","1.611115634"
"156","1.611643747","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","1.611643747"
"157","1.623092112","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","1.623092112"
"158","1.644580973","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","1.644580973"
"159","1.653001840","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","1.653001840"
"160","1.675568906","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","1.675568906"
"161","1.684761146","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","1.684761146"
"162","1.684942762","192.168.171.128","142.251.42.226","UDP","78","56260  >  443 Len=34","1.684942762"
"163","1.775105921","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","1.775105921"
"164","1.786822938","142.251.42.226","192.168.171.128","UDP","355","443  >  56260 Len=311","1.786822938"
"165","1.786823094","142.251.42.226","192.168.171.128","UDP","74","443  >  56260 Len=30","1.786823094"
"166","1.787227226","192.168.171.128","142.251.42.226","UDP","86","56260  >  443 Len=42","1.787227226"
"167","1.798101465","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","1.798101465"
"168","1.806495182","192.168.171.128","3.210.145.112","TLSv1.2","441","Application Data","1.806495182"
"169","1.806659655","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1028 Ack=5025 Win=64240 Len=0","1.806659655"
"170","1.807191084","192.168.171.128","3.210.145.112","TLSv1.2","443","Application Data","1.807191084"
"171","1.807255212","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1028 Ack=5412 Win=64240 Len=0","1.807255212"
"172","1.809533340","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","1.809533340"
"173","1.814179810","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","1.814179810"
"174","1.820236856","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","1.820236856"
"175","1.822325261","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","1.822325261"
"176","1.828525875","172.217.160.98","192.168.171.128","UDP","204","443  >  52030 Len=160","1.828525875"
"177","1.828526131","172.217.160.98","192.168.171.128","UDP","295","443  >  52030 Len=251","1.828526131"
"178","1.828801989","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","1.828801989"
"179","1.831653432","172.217.160.66","192.168.171.128","UDP","312","443  >  42273 Len=268","1.831653432"
"180","1.832094759","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","1.832094759"
"181","1.841135613","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","1.841135613"
"182","1.842038672","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","1.842038672"
"183","1.875386710","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","1.875386710"
"184","1.889548858","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","1.889548858"
"185","1.910971539","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","1.910971539"
"186","1.976271861","3.210.145.112","192.168.171.128","TLSv1.2","135","Application Data","1.976271861"
"187","2.019401955","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=5412 Ack=1107 Win=65535 Len=0","2.019401955"
"188","2.031126886","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","2.031126886"
"189","2.031127206","142.251.42.226","192.168.171.128","UDP","84","443  >  56260 Len=40","2.031127206"
"190","2.031651456","192.168.171.128","142.251.42.226","UDP","84","56260  >  443 Len=40","2.031651456"
"191","2.042748770","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","2.042748770"
"192","2.056045188","192.168.171.128","3.210.145.112","TLSv1.2","443","Application Data","2.056045188"
"193","2.056290377","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1107 Ack=5799 Win=64240 Len=0","2.056290377"
"194","2.064170574","192.168.171.128","3.210.145.112","TLSv1.2","445","Application Data","2.064170574"
"195","2.064447639","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1107 Ack=6188 Win=64240 Len=0","2.064447639"
"196","2.071441229","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","2.071441229"
"197","2.076605421","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","2.076605421"
"198","2.080012661","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","2.080012661"
"199","2.084501663","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","2.084501663"
"200","2.090528984","172.217.160.98","192.168.171.128","UDP","204","443  >  52030 Len=160","2.090528984"
"201","2.090529247","172.217.160.98","192.168.171.128","UDP","207","443  >  52030 Len=163","2.090529247"
"202","2.090529285","172.217.160.66","192.168.171.128","UDP","395","443  >  42273 Len=351","2.090529285"
"203","2.090838203","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","2.090838203"
"204","2.091070150","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","2.091070150"
"205","2.101048044","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","2.101048044"
"206","2.101048331","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","2.101048331"
"207","2.117291951","192.168.171.128","142.251.42.226","UDP","1067","56260  >  443 Len=1023","2.117291951"
"208","2.128269039","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","2.128269039"
"209","2.148407474","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","2.148407474"
"210","2.177578629","3.210.145.112","192.168.171.128","TLSv1.2","214","Application Data, Application Data","2.177578629"
"211","2.177610263","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=6188 Ack=1265 Win=65535 Len=0","2.177610263"
"212","2.259853098","142.251.42.226","192.168.171.128","UDP","246","443  >  56260 Len=202","2.259853098"
"213","2.259853294","142.251.42.226","192.168.171.128","UDP","124","443  >  56260 Len=80","2.259853294"
"214","2.260181662","192.168.171.128","142.251.42.226","UDP","84","56260  >  443 Len=40","2.260181662"
"215","2.271425173","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","2.271425173"
"216","2.280495535","192.168.171.128","3.210.145.112","TLSv1.2","443","Application Data","2.280495535"
"217","2.280690138","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1265 Ack=6575 Win=64240 Len=0","2.280690138"
"218","2.283423127","192.168.171.128","3.210.145.112","TLSv1.2","444","Application Data","2.283423127"
"219","2.283623287","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1265 Ack=6963 Win=64240 Len=0","2.283623287"
"220","2.289697007","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","2.289697007"
"221","2.300096441","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","2.300096441"
"222","2.300405611","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","2.300405611"
"223","2.307016390","172.217.160.98","192.168.171.128","UDP","391","443  >  52030 Len=347","2.307016390"
"224","2.307486984","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","2.307486984"
"225","2.308322965","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","2.308322965"
"226","2.317482259","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","2.317482259"
"227","2.320385702","172.217.160.66","192.168.171.128","UDP","205","443  >  42273 Len=161","2.320385702"
"228","2.320386072","172.217.160.66","192.168.171.128","UDP","104","443  >  42273 Len=60","2.320386072"
"229","2.320615180","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","2.320615180"
"230","2.333100938","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","2.333100938"
"231","2.357629516","192.168.171.128","142.251.42.226","UDP","1066","56260  >  443 Len=1022","2.357629516"
"232","2.366977498","142.251.42.226","192.168.171.128","UDP","79","443  >  56260 Len=35","2.366977498"
"233","2.377945916","3.210.145.112","192.168.171.128","TLSv1.2","214","Application Data, Application Data","2.377945916"
"234","2.378571884","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=6963 Ack=1423 Win=65535 Len=0","2.378571884"
"235","2.387381384","192.168.171.128","142.251.42.226","UDP","77","56260  >  443 Len=33","2.387381384"
"236","2.527106726","142.251.42.226","192.168.171.128","UDP","277","443  >  56260 Len=233","2.527106726"
"237","2.527106950","142.251.42.226","192.168.171.128","UDP","193","443  >  56260 Len=149","2.527106950"
"238","2.527424566","192.168.171.128","142.251.42.226","UDP","84","56260  >  443 Len=40","2.527424566"
"239","2.538921830","192.168.171.128","3.210.145.112","TLSv1.2","441","Application Data","2.538921830"
"240","2.539220226","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1423 Ack=7348 Win=64240 Len=0","2.539220226"
"241","2.539220407","142.251.42.226","192.168.171.128","UDP","73","443  >  56260 Len=29","2.539220407"
"242","2.549645870","192.168.171.128","3.210.145.112","TLSv1.2","442","Application Data","2.549645870"
"243","2.549873389","3.210.145.112","192.168.171.128","TCP","62","443  >  57420 [ACK] Seq=1423 Ack=7734 Win=64240 Len=0","2.549873389"
"244","2.564258217","192.168.171.128","172.217.160.98","UDP","251","52030  >  443 Len=207","2.564258217"
"245","2.567117661","192.168.171.128","172.217.160.66","UDP","249","42273  >  443 Len=205","2.567117661"
"246","2.576270656","172.217.160.66","192.168.171.128","UDP","79","443  >  42273 Len=35","2.576270656"
"247","2.576270842","172.217.160.98","192.168.171.128","UDP","79","443  >  52030 Len=35","2.576270842"
"248","2.578818631","3.210.145.112","192.168.171.128","TLSv1.2","214","Application Data, Application Data","2.578818631"
"249","2.579164149","192.168.171.128","3.210.145.112","TCP","56","57420  >  443 [ACK] Seq=7734 Ack=1581 Win=65535 Len=0","2.579164149"
"250","2.581913301","172.217.160.98","192.168.171.128","UDP","234","443  >  52030 Len=190","2.581913301"
"251","2.581913508","172.217.160.98","192.168.171.128","UDP","121","443  >  52030 Len=77","2.581913508"
"252","2.582839050","192.168.171.128","172.217.160.98","UDP","84","52030  >  443 Len=40","2.582839050"
"253","2.589517879","172.217.160.66","192.168.171.128","UDP","251","443  >  42273 Len=207","2.589517879"
"254","2.589783774","192.168.171.128","172.217.160.66","UDP","85","42273  >  443 Len=41","2.589783774"
"255","2.592806956","172.217.160.98","192.168.171.128","UDP","73","443  >  52030 Len=29","2.592806956"
"256","2.599392910","172.217.160.66","192.168.171.128","UDP","73","443  >  42273 Len=29","2.599392910"
"257","2.610778113","127.0.0.1","127.0.0.53","DNS","100","Standard query 0xf588 A safebrowsing.googleapis.com OPT","2.610778113"
"258","2.610914168","192.168.171.128","192.168.171.2","DNS","100","Standard query 0x3c29 A safebrowsing.googleapis.com OPT","2.610914168"
"259","2.611013293","127.0.0.1","127.0.0.53","DNS","100","Standard query 0x338e AAAA safebrowsing.googleapis.com OPT","2.611013293"
"260","2.611092670","192.168.171.128","192.168.171.2","DNS","100","Standard query 0xde91 AAAA safebrowsing.googleapis.com OPT","2.611092670"
"261","2.611605081","127.0.0.1","127.0.0.53","DNS","100","Standard query 0xe448 A safebrowsing.googleapis.com OPT","2.611605081"
