"No.","Time","Source","Destination","Protocol","Length","Info","information","Src addr(resolved)","Src addr(unresolved)","Net  addr"
"2459","4.453453861","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2460","4.453455168","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2461","4.453457604","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2462","4.453458445","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2463","4.455067517","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2464","4.455075912","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2465","4.456212763","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2466","4.456212734","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2467","4.456256524","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2468","4.456256805","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2469","4.456310886","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2470","4.456314181","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2471","4.458118949","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2472","4.458123362","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2473","4.459071323","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2474","4.459075127","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2475","4.459122804","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2476","4.459127281","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2477","4.459141513","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2478","4.459143725","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2479","4.461100192","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2480","4.461107046","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2481","4.461143476","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2482","4.461147719","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2483","4.461253263","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2484","4.461257352","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2485","4.461289516","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2486","4.461291801","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2487","4.463590357","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2488","4.463621070","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2489","4.464156308","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2490","4.464161424","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2491","4.464217388","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2492","4.464219849","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2493","4.464269918","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2494","4.464272359","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2495","4.466031118","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2496","4.466035734","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2497","4.467193506","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2498","4.467198159","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2499","4.467214428","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2500","4.467216757","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2501","4.467226103","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2502","4.467228100","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2503","4.469158602","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2504","4.469189998","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2505","4.470075068","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2506","4.470080100","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2507","4.470097733","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2508","4.470100110","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2509","4.470111931","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2510","4.470113885","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2511","4.471332747","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2512","4.471336626","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2513","4.472320005","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2514","4.472324662","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2515","4.472339341","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2516","4.472341517","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2517","4.472350461","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2518","4.472352393","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2519","4.473628754","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2520","4.473634317","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2521","4.474603517","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2522","4.474647720","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2523","4.474750734","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2524","4.474759312","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2525","4.474890731","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2526","4.474926005","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2527","4.476126435","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2528","4.476174530","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2529","4.477069484","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2530","4.477081975","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2531","4.477117843","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2532","4.477121743","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2533","4.477142002","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2534","4.477145214","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2535","4.478993262","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2536","4.478999502","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2537","4.479351866","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2538","4.479357074","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2539","4.479391063","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2540","4.479395639","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2541","4.479398532","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2542","4.479401412","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2543","4.481963468","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2544","4.481964795","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2545","4.481971968","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2546","4.481973264","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2547","4.481994022","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2548","4.481996695","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2549","4.481998246","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2550","4.482001198","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2551","4.485057768","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2552","4.485060288","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2553","4.485066468","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2554","4.485066684","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2555","4.485106718","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2556","4.485109452","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2557","4.485124536","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2558","4.485127487","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2559","4.487938542","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2560","4.487942089","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2561","4.487954476","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2562","4.487956518","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2563","4.487984123","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2564","4.487988556","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2565","4.488002627","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2566","4.488004863","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2567","4.490637690","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2568","4.490637658","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2569","4.490647054","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2570","4.490647264","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2571","4.490666487","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2572","4.490668848","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2573","4.490669713","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2574","4.490672169","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2575","4.493065795","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2576","4.493070687","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2577","4.493087014","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2578","4.493089069","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2579","4.493391213","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2580","4.493395579","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2581","4.493412312","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2582","4.493414695","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2583","4.495648025","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2584","4.495682688","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2585","4.495787512","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2586","4.495791491","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2587","4.496114963","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2588","4.496120809","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2589","4.496144399","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2590","4.496148194","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2591","4.497374172","127.0.0.1","127.0.0.1","TCP","69","49556  >  35813 [PSH, ACK] Seq=116 Ack=1 Win=512 Len=1 TSval=311226629 TSecr=311226128","49556  >  35813 [PSH, ACK] Seq=116 Ack=1 Win=512 Len=1 TSval=311226629 TSecr=311226128","127.0.0.1","127.0.0.1","127.0.0.1"
"2592","4.497383663","127.0.0.1","127.0.0.1","TCP","68","35813  >  49556 [ACK] Seq=1 Ack=117 Win=512 Len=0 TSval=311226629 TSecr=311226629","35813  >  49556 [ACK] Seq=1 Ack=117 Win=512 Len=0 TSval=311226629 TSecr=311226629","127.0.0.1","127.0.0.1","127.0.0.1"
"2593","4.498199299","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2594","4.498202048","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2595","4.498207715","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2596","4.498208127","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2597","4.498272421","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2598","4.498274848","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2599","4.498286907","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2600","4.498288880","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2601","4.501224190","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2602","4.501228654","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2603","4.501277801","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2604","4.501282422","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2605","4.501296554","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2606","4.501298819","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2607","4.501308004","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2608","4.501310016","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2609","4.504115365","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2610","4.504125519","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2611","4.504148470","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2612","4.504150881","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2613","4.504163194","127.0.0.1","127.0.0.1","UDP","76","59630  >  80 Len=32","59630  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2614","4.504165215","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2615","4.504773165","127.0.0.1","127.0.0.1","UDP","76","51278  >  80 Len=32","51278  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2616","4.504783552","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2617","4.506398442","127.0.0.1","127.0.0.1","UDP","76","34121  >  80 Len=32","34121  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
"2618","4.506424184","127.0.0.1","127.0.0.1","ICMP","104","Destination unreachable (Port unreachable)","Destination unreachable (Port unreachable)","127.0.0.1","127.0.0.1","127.0.0.1"
"2619","4.506569026","127.0.0.1","127.0.0.1","UDP","76","56334  >  80 Len=32","56334  >  80 Len=32","127.0.0.1","127.0.0.1","127.0.0.1"
