Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.31.107-203.211.4.8-56268-80-6,203.211.4.8,80,192.168.31.107,56268,6,27/09/2023 06:35:31 下午,46,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43478.260869565216,46.0,0.0,46.0,46.0,0,0,0,0,0,46.0,46.0,0.0,46.0,46.0,0,0,0,0,0,40,0.0,43478.260869565216,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,63435,0,0,0,0,0,0,0,0,0,0,No Label
142.251.43.14-192.168.31.107-443-54782-17,192.168.31.107,54782,142.251.43.14,443,17,27/09/2023 05:59:18 下午,365986,10,11,2696.0,4784.0,1246.0,29.0,269.6,478.4981597549659,1250.0,23.0,434.9090909090909,510.8887265433549,20437.940249080566,57.37924401479838,18299.300000000003,40475.674274933655,171900.0,0.0,365572.0,40619.11111111111,57117.95725611265,171900.0,19.0,365986.0,36598.6,68403.82213687575,220231.0,0.0,0,0,0,0,80,88,27.323449530856372,30.05579448394201,23.0,1250.0,396.8181818181818,515.3104137418751,265544.8225108225,0,0,0,0,0,0,0,0,1.0,415.7142857142857,269.6,434.90909090909093,0,0,0,0,0,0,10,2696,11,4784,-1,-1,10,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-239.255.255.250-59993-1900-17,192.168.31.107,59993,239.255.255.250,1900,17,27/09/2023 06:19:13 下午,3025512,3,1,522.0,174.0,174.0,174.0,174.0,0.0,174.0,174.0,174.0,0.0,230.04370830457788,1.3220902776125165,1008504.0,3338.6205235096727,1010511.0,1004650.0,2020862.0,1010431.0,113.13708498984761,1010511.0,1010351.0,0,0,0,0,0,0,0,0,0,24,8,0.9915677082093873,0.33052256940312913,174.0,174.0,174.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,217.5,174.0,174.0,0,0,0,0,0,0,3,522,1,174,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.31.1-192.168.31.107-53-54133-17,192.168.31.107,54133,192.168.31.1,53,17,27/09/2023 06:24:38 下午,39696,0,2,0.0,190.0,0,0,0,0,154.0,36.0,95.0,83.43860018001261,4786.3764611043935,50.38291011688835,39696.0,0.0,39696.0,39696.0,0,0,0,0,0,39696.0,39696.0,0.0,39696.0,39696.0,0,0,0,0,0,16,0.0,50.38291011688835,36.0,154.0,75.33333333333334,68.12733176437584,4641.333333333334,0,0,0,0,0,0,0,0,0.0,113.0,0.0,95.0,0,0,0,0,0,0,0,0,2,190,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-3.227.98.208-56462-443-6,192.168.31.107,56462,3.227.98.208,443,6,27/09/2023 07:14:28 下午,135,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,229629.62962962964,14814.814814814814,135.0,0.0,135.0,135.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,7407.407407407407,7407.407407407407,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,63948,0,0,0,0,0,0,0,0,0,0,No Label
192.168.31.1-192.168.31.107-53-51703-17,192.168.31.107,51703,192.168.31.1,53,17,27/09/2023 06:31:48 下午,17127,0,2,0.0,113.0,0,0,0,0,79.0,34.0,56.5,31.81980515339464,6597.76960354995,116.77468324867169,17127.0,0.0,17127.0,17127.0,0,0,0,0,0,17127.0,17127.0,0.0,17127.0,17127.0,0,0,0,0,0,16,0.0,116.77468324867169,34.0,79.0,49.0,25.98076211353316,675.0,0,0,0,0,0,0,0,0,0.0,73.5,0.0,56.5,0,0,0,0,0,0,0,0,2,113,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.31.107-18.214.45.220-56350-443-6,192.168.31.107,56350,18.214.45.220,443,6,27/09/2023 06:54:26 下午,125,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,248000.0,16000.0,125.0,0.0,125.0,125.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,8000.0,8000.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,63948,0,0,0,0,0,0,0,0,0,0,No Label
192.168.31.1-192.168.31.107-53-52100-17,192.168.31.107,52100,192.168.31.1,53,17,27/09/2023 06:14:07 下午,16445,0,2,0.0,82.0,0,0,0,0,49.0,33.0,41.0,11.313708498984761,4986.31802979629,121.61751292186074,16445.0,0.0,16445.0,16445.0,0,0,0,0,0,16445.0,16445.0,0.0,16445.0,16445.0,0,0,0,0,0,16,0.0,121.61751292186074,33.0,49.0,38.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,57.5,0.0,41.0,0,0,0,0,0,0,0,0,2,82,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
142.251.43.10-192.168.31.107-443-57076-17,192.168.31.107,57076,142.251.43.10,443,17,27/09/2023 07:19:16 下午,2427638,12,14,1176.0,4047.0,514.0,31.0,98.0,144.4223603941515,1250.0,21.0,289.0714285714286,456.1690753160776,2151.4739841772125,10.70999877246937,97105.51999999997,412046.9284582077,2071835.0,0.0,2422969.0,220269.9090909091,614704.7842947792,2071835.0,237.0,2427638.0,186741.3846153846,579348.3406999251,2110289.0,0.0,0,0,0,0,96,112,4.943076356524325,5.7669224159450465,21.0,1250.0,239.7407407407407,403.3698048072009,162707.19943019937,0,0,0,0,0,0,0,0,1.0,248.96153846153845,98.0,289.07142857142856,0,0,0,0,0,0,12,1176,14,4047,-1,-1,12,0,0,0,0,0,0,0,0,0,No Label
192.168.31.1-192.168.31.107-53-57112-17,192.168.31.107,57112,192.168.31.1,53,17,27/09/2023 06:42:34 下午,17822,0,2,0.0,86.0,0,0,0,0,51.0,35.0,43.0,11.313708498984761,4825.496577264055,112.22085063404779,17822.0,0.0,17822.0,17822.0,0,0,0,0,0,17822.0,17822.0,0.0,17822.0,17822.0,0,0,0,0,0,16,0.0,112.22085063404779,35.0,51.0,40.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,60.5,0.0,43.0,0,0,0,0,0,0,0,0,2,86,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
